EntryName	Type	DisplayName_en	Description_en	DisplayName_ru	Description_ru
Projectile_MenacingAttack	SpellData	Menacing Attack (Ranged)	Possibly &lt;LSTag Type="Status" Tooltip="FRIGHTENED"&gt;Frighten&lt;/LSTag&gt; your target. They'll have &lt;LSTag Tooltip="Disadvantage"&gt;Disadvantage&lt;/LSTag&gt; on &lt;LSTag Tooltip="AbilityCheck"&gt;Ability Checks&lt;/LSTag&gt; and &lt;LSTag Tooltip="AttackRoll"&gt;Attack Rolls&lt;/LSTag&gt; and be unable to move.	Угрожающая атака (дистанционная)	Может &lt;LSTag Type="Status" Tooltip="FRIGHTENED"&gt;испугать&lt;/LSTag&gt; цель. Она получит &lt;LSTag Tooltip="Disadvantage"&gt;помеху&lt;/LSTag&gt; при всех &lt;LSTag Tooltip="AbilityCheck"&gt;проверках характеристик&lt;/LSTag&gt; и &lt;LSTag Tooltip="AttackRoll"&gt;бросках атаки&lt;/LSTag&gt; и не сможет сдвинуться с места.
Projectile_MephitExplosion_Mud	SpellData	Death Burst	Explode in a burst of sticky mud. It dries instantly on any creatures not made of mud, &lt;LSTag Type="Status" Tooltip="MEPHIT_MUD_RESTRAINED"&gt;Restraining&lt;/LSTag&gt; them.	Посмертный взрыв	При попадании разлетается во все стороны мгновенно застывающей липкой грязью, которая &lt;LSTag Type="Status" Tooltip="MEPHIT_MUD_RESTRAINED"&gt;обездвиживает&lt;/LSTag&gt; не состоящих из грязи существ.
Projectile_MobileShooting	SpellData	Mobile Shot	After using Dash or Disengage this turn, you can make a ranged attack as a bonus action.	Выстрел на ходу	После рывка или отступления на этом ходу вы можете в качестве бонусного действия выполнить дистанционную атаку.
Projectile_MudFling_MudMephit	SpellData	Mud Fling	Throw a hunk of mud.	Бросок грязи	Швырнуть ком грязи.
Projectile_Multiattack	SpellData	Multiattack (Ranged)	Aim two attacks at a target.	Мультиатака (дистанционная)	Атаковать цель сразу два раза.
Projectile_Net_Kuotoa	SpellData	Net		Сеть	
Projectile_OffhandAttack	SpellData	Off-Hand Attack (Ranged)	Make a ranged attack with your off-hand weapon.	Атака второй рукой (дистанционная)	Атаковать дистанционным оружием во второй руке.
Projectile_PLA_FakeAlchemistFire	SpellData	Alchemist's Fire	Hurl a flask of liquid fire that explodes on impact.	Огонь алхимика	Бросить склянку с жидким огнем, взрывающуюся в месте падения.
Projectile_POTIONS	SpellData	%%% EMPTY			
Projectile_PiercingShot	SpellData	Piercing Shot	Deal regular damage and possibly inflict &lt;LSTag Type="Status" Tooltip="GAPING_WOUND"&gt;Gaping Wounds&lt;/LSTag&gt;, which cause extra damage on attacks.	Пронзающий выстрел	Нанести обычный урон и с некоторой вероятностью оставить &lt;LSTag Type="Status" Tooltip="GAPING_WOUND"&gt;глубокие раны&lt;/LSTag&gt;, наносящие дополнительный урон при атаках.
Projectile_PinDown	SpellData	Pin Down	Deal regular damage and reduce a target's &lt;LSTag Tooltip="MovementSpeed"&gt;movement speed&lt;/LSTag&gt; by [1].	Пригвоздить	Нанести обычный урон и снизить &lt;LSTag Tooltip="MovementSpeed"&gt;скорость перемещения&lt;/LSTag&gt; цели на [1].
Projectile_PoisonSpray	SpellData	Poison Spray	Project a puff of noxious gas.	Брызги яда	Создать струю ядовитого газа.
Projectile_Poison_Destroy_Basic	SpellData	Basic Poison	Coat your active weapon with poison. Targets must succeed a Constitution &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throw&lt;/LSTag&gt; or become &lt;LSTag Type="Status" Tooltip="POISONED"&gt;Poisoned&lt;/LSTag&gt;.	Обычный яд	Покрыть используемое в данный момент оружие ядом. Когда вы попадаете по противнику, тот должен пройти &lt;LSTag Tooltip="SavingThrow"&gt;испытание&lt;/LSTag&gt; выносливости &lt;LSTag Tooltip="DifficultyClass"&gt;КС&lt;/LSTag&gt; 11, или он станет &lt;LSTag Type="Status" Tooltip="POISONED"&gt;отравлен&lt;/LSTag&gt;.
Projectile_Poison_Destroy_CrawlerMucus	SpellData	Crawler Mucus	Coat your active weapon with poison. Targets must succeed a Constitution &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throw&lt;/LSTag&gt; or become &lt;LSTag Type="Status" Tooltip="PARALYZED"&gt;Paralysed&lt;/LSTag&gt; and &lt;LSTag Type="Status" Tooltip="POISONED"&gt;Poisoned&lt;/LSTag&gt;.	Слизь гусеницы	Покрыть используемое в данный момент оружие ядом. Когда вы попадаете по противнику, тот должен пройти &lt;LSTag Tooltip="SavingThrow"&gt;испытание&lt;/LSTag&gt; выносливости &lt;LSTag Tooltip="DifficultyClass"&gt;КС&lt;/LSTag&gt; 13, или он станет &lt;LSTag Type="Status" Tooltip="PARALYZED"&gt;парализован&lt;/LSTag&gt; и &lt;LSTag Type="Status" Tooltip="POISONED"&gt;отравлен&lt;/LSTag&gt;.
Projectile_Poison_Destroy_Drow	SpellData	Drow Poison	Coat your active weapon with poison. Targets must succeed a Constitution &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throw&lt;/LSTag&gt; or become &lt;LSTag Type="Status" Tooltip="POISONED"&gt;Poisoned&lt;/LSTag&gt; and fall &lt;LSTag Type="Status" Tooltip="SLEEP"&gt;Asleep&lt;/LSTag&gt;.	Яд дроу	Покрыть используемое в данный момент оружие ядом. Когда вы попадаете по противнику, тот должен пройти &lt;LSTag Tooltip="SavingThrow"&gt;испытание&lt;/LSTag&gt; выносливости &lt;LSTag Tooltip="DifficultyClass"&gt;КС&lt;/LSTag&gt; 13, или он станет &lt;LSTag Type="Status" Tooltip="POISONED"&gt;отравлен&lt;/LSTag&gt; и &lt;LSTag Type="Status" Tooltip="SLEEP"&gt;уснет&lt;/LSTag&gt;.
Projectile_Poison_Destroy_Malice	SpellData	Malice	Coat your active weapon with poison. Targets must succeed a Constitution &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throw&lt;/LSTag&gt; or become &lt;LSTag Type="Status" Tooltip="BLINDED"&gt;Blinded&lt;/LSTag&gt; and &lt;LSTag Type="Status" Tooltip="POISONED"&gt;Poisoned&lt;/LSTag&gt;.	Злоба	Покрыть используемое в данный момент оружие ядом. Когда вы попадаете по противнику, тот должен пройти &lt;LSTag Tooltip="SavingThrow"&gt;испытание&lt;/LSTag&gt; выносливости &lt;LSTag Tooltip="DifficultyClass"&gt;КС&lt;/LSTag&gt; 15, или он станет &lt;LSTag Type="Status" Tooltip="BLINDED"&gt;ослеплен&lt;/LSTag&gt; и &lt;LSTag Type="Status" Tooltip="POISONED"&gt;отравлен&lt;/LSTag&gt;.
Projectile_Poison_Destroy_UNI_Brewer	SpellData	Thisobald's Brewed-Up Bellyglummer	Coat your active weapon in poison. Targets must succeed a DC 17 Constitution &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throw&lt;/LSTag&gt; or become &lt;LSTag Type="Status" Tooltip="POISONED"&gt;Poisoned&lt;/LSTag&gt; and take [1] at the end of each of its turns.	Яд-чревоточец Тисобальда	Покрыть используемое в данный момент оружие ядом. Цели должны пройти &lt;LSTag Tooltip="SavingThrow"&gt;испытание&lt;/LSTag&gt; выносливости КС 17, или они станут &lt;LSTag Type="Status" Tooltip="POISONED"&gt;отравлены&lt;/LSTag&gt; и будут получать [1] в конце своего хода.
Projectile_Potion_Destroy_AnimalSpeaking	SpellData	Potion of Animal Speaking		Зелье общения с животными	
Projectile_Potion_Destroy_Antitoxin	SpellData	Antidote		Противоядие	
Projectile_Potion_Destroy_Healing	SpellData	Potion of Healing		Зелье лечения	
Projectile_Potion_Destroy_Healing_Greater	SpellData	Potion of Greater Healing		Зелье великого лечения	
Projectile_Potion_Destroy_Healing_Superior	SpellData	Potion of Superior Healing		Зелье превосходного лечения	
Projectile_Potion_Destroy_Healing_Supreme	SpellData	Potion of Supreme Healing		Зелье высшего лечения	
Projectile_Potion_Destroy_Invisibility	SpellData	Potion of Invisibility		Зелье невидимости	
Projectile_Potion_Destroy_Oil_Aloe	SpellData	Aloe Oil		Масло алоэ	
Projectile_Potion_Destroy_Oil_Of_The_Basilisk	SpellData	Basilisk Oil		Масло василиска	
Projectile_Potion_Destroy_Poison	SpellData	Potion of Poison		Зелье яда	
Projectile_Potion_Destroy_Resistance_Acid	SpellData	Elixir of Acid Resistance	Gain &lt;LSTag Tooltip="Resistant"&gt;Resistance&lt;/LSTag&gt; to Acid damage.	Эликсир устойчивости к кислоте	Получить &lt;LSTag Tooltip="Resistant"&gt;устойчивость&lt;/LSTag&gt; к урону кислотой.
Projectile_Potion_Destroy_Resistance_Cold	SpellData	Elixir of Cold Resistance		Эликсир устойчивости к холоду	
Projectile_Potion_Destroy_Resistance_Fire	SpellData	Elixir of Fire Resistance		Эликсир устойчивости к огню	
Projectile_Potion_Destroy_Resistance_Force	SpellData	Elixir of Force Resistance		Эликсир устойчивости к силе	
Projectile_Potion_Destroy_Resistance_Lightning	SpellData	Elixir of Lightning Resistance		Эликсир устойчивости к молнии	
Projectile_Potion_Destroy_Resistance_Necrotic	SpellData	Elixir of Necrotic Resistance		Эликсир некротической устойчивости	
Projectile_Potion_Destroy_Resistance_Poison	SpellData	Elixir of Poison Resistance		Эликсир устойчивости к яду	
Projectile_Potion_Destroy_Resistance_Psychic	SpellData	Elixir of Psychic Resistance		Эликсир психической устойчивости	
Projectile_Potion_Destroy_Resistance_Radiant	SpellData	Elixir of Radiant Resistance		Эликсир устойчивости к лучам	
Projectile_Potion_Destroy_Resistance_Thunder	SpellData	Elixir of Thunder Resistance		Эликсир устойчивости к грому	
Projectile_Potion_Destroy_Shrinking	SpellData	Potion of Shrinking		Зелье уменьшения	
Projectile_Potion_Destroy_Sleep	SpellData	Potion of Sleep		Зелье сна	
Projectile_Potion_Destroy_Speed	SpellData	Potion of Speed		Зелье скорости	
Projectile_Potion_Destroy_Strength_CloudGiant	SpellData	Elixir of Cloud Giant Strength		Эликсир силы облачного великана	
